mask_no,layer,sparsity,sm,rm,sw,rw,t1m,t1w,perf,copeland_score,compatibility,overlap_coefs
78000,layer3.1.conv1,0.11874559190538195,-0.3681133183769268,-0.5433364680275585,-1.0,4264.891911034348,231.24849,0.025820555,0.6046,0,0,0
78000,layer3.1.conv2,0.11929151746961805,-0.3850803575360498,-0.5683519293568166,-1.0,6726.283878250199,246.18982,0.005584349,0.6046,0,0,0
78000,layer3.2.conv1,0.119415283203125,0.11104095622921487,-0.24015035744534588,-1.0,1179.3479555781814,259.57437,0.11853895,0.6046,0,0,0
78000,layer3.2.conv2,0.11974080403645833,-0.364700454288114,-0.5561253289830528,-1.0,142372.5712304624,249.43478,0.00044454454,0.6046,0,0,0
78000,layer3.3.conv1,0.11931355794270833,0.21557824148489124,-0.17161203523213397,-1.0,1139.5685852929914,261.19846,0.052970797,0.6046,0,0,0
78000,layer3.3.conv2,0.1191067165798611,-0.38052267728147354,-0.5613693278445794,-1.0,1022789.3891928621,241.60095,7.067382e-05,0.6046,0,0,0
78000,layer3.4.conv1,0.1195949978298611,-0.16007229461693911,-0.4184925090479099,-1.0,3133.5647365333534,253.70522,0.01657609,0.6046,0,0,0
78000,layer3.4.conv2,0.119049072265625,-0.5082450261709132,-0.6004114914904062,-1.0,3251425834.7016745,183.60114,1.2021604e-07,0.6046,0,0,0
78000,layer3.5.conv1,0.11916605631510417,-0.3021326667022644,-0.5031542478499343,-1.0,10675.47699573226,239.10352,0.0049546156,0.6046,0,0,0
78000,layer3.5.conv2,0.11906602647569445,-0.47557450597217743,-0.5559825745761684,-1.0,56758985153.071335,169.21396,1.0702044e-09,0.6046,0,0,0
78000,layer4.0.conv1,0.08879937065972222,0.2112649677530665,-0.07402155116056917,4.078146913794943,17.04212913163678,188.51653,9.681563,0.6046,0,0,0
78000,layer4.0.conv2,0.046131134033203125,0.403748669457306,-0.1297923107886152,5.3193008069516825,18.012757773339214,243.35625,11.288905,0.6046,0,0,0
78000,layer4.0.downsample.0,0.5,0.6886143875739101,0.6046122760993484,5.844026472376746,29.363369353011734,206.4073,10.423637,0.6046,0,0,0
78000,layer4.1.conv1,0.0197402106391059,-0.15322808309564925,-0.5837986501719816,-1.0,2149394659828719.2,162.75975,1.0589401e-14,0.6046,0,0,0
78000,layer4.1.conv2,0.01910103691948785,0.12405930687852657,-0.4478194454508658,-1.0,5922367380086447.0,157.51562,9.831198e-15,0.6046,0,0,0
78000,layer3.0.downsample.0,0.5,0.31951419136909226,0.2782568557224513,3.7822939003747917,18.777383261726673,99.27353,6.3923683,0.6046,0,0,0
78000,layer4.2.conv1,0.021401299370659724,0.3345012942485924,-0.34815215664712496,-1.0,178.24842201282752,179.05466,0.081782825,0.6046,0,0,0
78000,layer3.0.conv1,0.18007066514756945,-0.07856432651877839,-0.08264873329803551,2.2886730178611616,12.255307999147117,113.121124,7.8405414,0.6046,0,0,0
78000,layer2.3.conv1,0.2413397894965278,0.04582934573204815,0.013400710976869996,3.8778060059393247,26.367554507944558,131.17545,4.882817,0.6046,0,0,0
78000,conv1,0.5,0.7451611374518887,0.6075479338899283,2.3516486503531446,5.95037421343052,59.43057,12.529156,0.6046,0,0,0
78000,layer1.0.conv1,0.3014051649305556,0.27109836347511795,0.23947671247391675,3.0669162504536294,14.73046713856204,80.736404,6.067833,0.6046,0,0,0
78000,layer1.0.conv2,0.381103515625,0.27191993065367004,0.30065470394706517,3.623447028297561,19.599865778379684,93.018295,5.8470964,0.6046,0,0,0
78000,layer1.1.conv1,0.38818359375,0.24560286911113335,0.30385612970451015,3.52594664582606,19.5111536532194,90.47125,5.7733397,0.6046,0,0,0
78000,layer1.1.conv2,0.3946397569444444,0.3638459885485739,0.38528265515126353,4.153409772323532,23.069012942044374,97.627045,5.570015,0.6046,0,0,0
78000,layer1.2.conv1,0.357421875,0.22160328625590378,0.2617099698597871,2.8634773173382304,14.634282799150132,85.519196,6.505729,0.6046,0,0,0
78000,layer2.3.conv2,0.2408718532986111,-0.09147325322773507,-0.16142975561292125,3.837600320509714,29.367904624163298,144.1905,4.0956225,0.6046,0,0,0
78000,layer1.2.conv2,0.369140625,0.3643263336509385,0.3765125943971705,4.365783669987959,24.413942747063928,92.51805,5.152913,0.6046,0,0,0
78000,layer2.0.conv2,0.2412651909722222,-0.12787187579117412,-0.031738259487126115,1.9579626990968304,11.788173953634445,100.13092,7.53736,0.6046,0,0,0
78000,layer2.0.downsample.0,0.5,0.5912806234151146,0.5452462135263999,2.876871176492751,10.82543856167066,49.35357,5.9007053,0.6046,0,0,0
78000,layer2.1.conv1,0.2422417534722222,0.05319260929251427,0.04729179806130478,3.6317713032839674,24.153643647308883,125.07603,5.1600647,0.6046,0,0,0
78000,layer2.1.conv2,0.2413397894965278,0.13306445084657095,0.09195395452257914,4.240480613498116,28.053944190649045,132.6044,4.976508,0.6046,0,0,0
78000,layer2.2.conv1,0.24161783854166666,0.08018781666718357,0.030504974047634158,3.924596225469579,26.374160344907857,135.45401,4.9603634,0.6046,0,0,0
78000,layer2.2.conv2,0.24049886067708334,0.06342814825813346,-0.02200907376704631,4.277436990209111,31.76874595264338,145.0071,4.1591024,0.6046,0,0,0
78000,layer2.0.conv1,0.3647596571180556,-0.044154519474800445,-0.0023667731874990193,2.1771536250253196,11.501564347831668,104.33635,8.27055,0.6046,0,0,0
78000,layer4.2.conv2,0.020370059543185763,0.15933597961936394,-0.4387329757580906,-1.0,80601.39943916371,173.23973,0.03193093,0.6046,0,0,0
79000,fc,0.5,0.44474532826524993,0.4971558321226821,3.156951746062652,12.460394285053923,123.81804,13.579054,0.6034,0,0,0
79000,conv1,0.5,0.6057465060581328,0.4790895003055207,2.244363975033487,5.732183131339414,59.43351,12.514477,0.6034,0,0,0
79000,layer1.0.conv1,0.30126953125,0.30732812812176846,0.2751244236266917,3.219789230350842,15.274297109298745,80.65998,6.095105,0.6034,0,0,0
79000,layer3.1.conv2,0.11929151746961805,-0.3851824410798748,-0.568512460629991,-1.0,12969.060817671758,246.29083,0.00318251,0.6034,0,0,0
79000,layer3.2.conv1,0.119415283203125,0.11091602456426279,-0.24023566468907526,-1.0,1204.5571490636412,259.57428,0.110458344,0.6034,0,0,0
79000,layer3.2.conv2,0.11974080403645833,-0.3659682427078793,-0.5570121484587669,-1.0,185970.59155408313,249.43594,0.00067253836,0.6034,0,0,0
79000,layer3.3.conv1,0.11931355794270833,0.21556500900531184,-0.171621441483562,-1.0,1733.8355676931124,261.1987,0.04211556,0.6034,0,0,0
79000,layer3.3.conv2,0.1191067165798611,-0.3799864643083265,-0.5609741729403452,-1.0,1893322.537343219,241.58398,4.4716933e-05,0.6034,0,0,0
79000,layer3.4.conv1,0.1195949978298611,-0.16007229461693911,-0.4184925090479099,-1.0,3535.219725097433,253.70522,0.014027822,0.6034,0,0,0
79000,layer3.1.conv1,0.11874559190538195,-0.36670585050804266,-0.5424277635338872,-1.0,6039.962631248569,231.35767,0.015970446,0.6034,0,0,0
79000,layer3.4.conv2,0.119049072265625,-0.5080907625202299,-0.6002790925813357,-1.0,6992986991.12471,183.5947,3.4303373e-08,0.6034,0,0,0
79000,layer3.5.conv2,0.11906602647569445,-0.4756383107288762,-0.5560334551402063,-1.0,23613415568.977783,169.21158,0.0020399457,0.6034,0,0,0
79000,layer4.0.conv1,0.08879937065972222,0.22312603501698913,-0.06513505412043472,4.11435854243177,17.169572799893764,188.58913,9.682722,0.6034,0,0,0
79000,layer4.0.conv2,0.04604297214084201,0.42585457267998755,-0.11645279231237309,5.317607436217117,17.992106052819125,243.08589,11.285788,0.6034,0,0,0
79000,layer4.0.downsample.0,0.5,0.6704654050807176,0.5874628969472921,5.704495371374669,28.775345888247987,206.38226,10.404023,0.6034,0,0,0
79000,layer4.1.conv1,0.019515143500434026,-0.1499453152210763,-0.5832397524355356,-1.0,5159369427171245.0,161.66106,6.073135e-15,0.6034,0,0,0
79000,layer4.1.conv2,0.018907335069444444,0.12682804071116976,-0.4476830366915943,-1.0,1.308973679108839e+16,156.558,1.732618e-15,0.6034,0,0,0
