mask_no,sparsity,sm,rm,sw,rw,t1m,t1w,perf,copeland_score,compatibility,overlap_coefs
33000,0.23499587921050927,0.02583806049743798,-0.08992327185105486,1.7582884319647907,78035.18992356626,157.6303253173828,4.3714494705200195,0.6009999999999994,0.0,0.0,0.0
34000,0.23451960337412608,0.02919758148344781,-0.08846585299576576,1.7679741082885925,164314.34012142822,157.92230224609375,4.374624252319336,0.5995999999999999,0.0,0.0,0.0
35000,0.23420036018073737,0.02518840348860655,-0.09240866415504916,1.788923943577361,244441.84956722287,157.92526245117188,4.3876261711120605,0.5976,0.0,0.0,0.0
36000,0.23383874291772244,0.02498993530192795,-0.09333668293430204,1.7628127171682024,351364.2478497906,157.41270446777344,4.381320953369141,0.5875999999999996,0.0,0.0,0.0
37000,0.23369132147894958,0.017623817017092588,-0.10126007642406291,1.7643580745245284,357578.2902955314,157.3527374267578,4.379751205444336,0.6002,0.0,0.0,0.0
38000,0.23356660493501308,0.02659692171334984,-0.09354241631130773,1.82148482166256,1177686.1103691016,157.49032592773438,4.390603542327881,0.6032000000000001,0.0,0.0,0.0
39000,0.23322703960063573,0.029744580219299432,-0.09129643086816593,1.7795011473601474,1468004.0822391533,157.10911560058594,4.39180850982666,0.6018000000000004,0.0,0.0,0.0
40000,0.232864929749085,0.03417041572399847,-0.08838177379167046,1.8119401426719888,2624266.9377884446,157.33505249023438,4.398737907409668,0.5965999999999998,0.0,0.0,0.0
41000,0.23252726603556678,0.0290961707168595,-0.09388485833475281,1.7723657501431833,5191134.430089269,157.62289428710938,4.391787052154541,0.6002,0.0,0.0,0.0
42000,0.23239323613163942,0.033111246711495464,-0.09017239486987942,1.8021852419461601,8026949.2093253825,157.5674285888672,4.422265529632568,0.5961999999999997,0.0,0.0,0.0
43000,0.23232262413780966,0.030685973296759286,-0.09299417257082704,1.7689434850822596,6593229.453020009,157.72608947753906,4.4043869972229,0.598,0.0,0.0,0.0
44000,0.2322634218691347,0.027070096216321546,-0.09674751235377542,1.7834428132165923,14471961.923302753,157.65652465820312,4.41074275970459,0.6057999999999997,0.0,0.0,0.0
45000,0.23221119602879245,0.028257633016778,-0.09595315371995006,1.7873044326557967,38374662.3267293,157.6352996826172,4.418557643890381,0.5965999999999998,0.0,0.0,0.0
46000,0.23192486462292367,0.034015296179495204,-0.09215288992587443,1.7738084486920114,35285030.545814976,157.8283233642578,4.423376083374023,0.5995999999999999,0.0,0.0,0.0
47000,0.23179225520686697,0.028129167334513854,-0.09823613685334984,1.7971984884270773,79565161.56799428,157.8734130859375,4.432024002075195,0.5986000000000001,0.0,0.0,0.0
48000,0.23172644308737445,0.0324912669829876,-0.09528956962109493,1.7523794629026983,103348235.92986247,157.8858184814453,4.416709899902344,0.5988000000000003,0.0,0.0,0.0
49000,0.23167454945790514,0.030235025755711634,-0.09889639750526241,1.7839023957398317,108219878.67686601,158.10911560058594,4.426504611968994,0.5981999999999996,0.0,0.0,0.0
50000,0.23162589774833425,0.039749461333606864,-0.09071499543977173,1.7580456738715693,225519267.29055756,157.9209442138672,4.43154764175415,0.6052,0.0,0.0,0.0
51000,0.2315792278484539,0.04570112362789852,-0.08599387918649387,1.7645971995277443,496113879.23873746,158.15834045410156,4.433337688446045,0.598,0.0,0.0,0.0
52000,0.23153576550182992,0.04499652050098233,-0.08827470883704108,1.7670433555056075,776999431.6784376,158.29905700683594,4.444902420043945,0.5997999999999996,0.0,0.0,0.0
53000,0.23138771400795324,0.046014968009744826,-0.08797307743676631,1.8056329049645194,1333006374.592803,158.38162231445312,4.4383039474487305,0.6052,0.0,0.0,0.0
54000,0.23130111007003099,0.04864739441576224,-0.08657845912246415,1.7961232313394162,3014139883.4964056,158.5038299560547,4.4392991065979,0.6030000000000003,0.0,0.0,0.0
55000,0.23103404689479515,0.045495160324890406,-0.09010036704274822,1.8046922583255636,3051291223.2394886,158.53392028808594,4.451414585113525,0.5972000000000005,0.0,0.0,0.0
56000,0.23091526432438295,0.043996257178245235,-0.09191783435070915,1.7825521580852972,8293649109.514228,158.42324829101562,4.4499921798706055,0.6016000000000001,0.0,0.0,0.0
57000,0.23083730932470553,0.04353089317665787,-0.09274776175298194,1.7733649760331907,14833050297.57345,158.50567626953125,4.450576305389404,0.5988000000000003,0.0,0.0,0.0
58000,0.23079107473562427,0.05055905530331106,-0.08704329912464077,1.7901536426119986,16365902227.892984,158.53302001953125,4.467324733734131,0.5917999999999995,0.0,0.0,0.0
59000,0.2305506342524165,0.049306818676798925,-0.08831524829374128,1.7637779091188055,39137344992.83803,158.39654541015625,4.445125579833984,0.5991999999999998,0.0,0.0,0.0
60000,0.23039730175121406,0.05705966353525222,-0.08193975124149402,1.7836351844027059,50937739413.05984,158.36619567871094,4.4485883712768555,0.6098,0.0,0.0,0.0
61000,0.23033400985213728,0.05639266817253836,-0.08331610539020287,1.804067223623644,68953681212.15083,158.304443359375,4.449729919433594,0.598,0.0,0.0,0.0
62000,0.23029428201394753,0.058673985879073125,-0.08225035193260534,1.780871844278699,127397728796.52087,158.24143981933594,4.456352710723877,0.5995999999999999,0.0,0.0,0.0
63000,0.23025949151666317,0.06338498466247705,-0.07885391386282481,1.7953671902350017,243823056910.21933,158.2127227783203,4.456305980682373,0.5988000000000003,0.0,0.0,0.0
64000,0.23022671719571133,0.06760213493258352,-0.07639687290648843,1.7662199001517371,187719047389.5337,158.30784606933594,4.459195613861084,0.6023999999999997,0.0,0.0,0.0
65000,0.23019432090782185,0.06035145403670305,-0.08385920775800493,1.7713250973036936,692425876818.6074,158.13922119140625,4.470325469970703,0.6022,0.0,0.0,0.0
66000,0.23016244011956288,0.06674687421954872,-0.07773360572928352,1.7829171009111218,668698237555.8303,157.9878387451172,4.457282066345215,0.6092000000000002,0.0,0.0,0.0
67000,0.23012978035408455,0.07044590132746258,-0.07464753272938744,1.7847071259710336,1712293768041.073,157.93438720703125,4.466385841369629,0.6004000000000004,0.0,0.0,0.0
68000,0.2300990222094653,0.07323709206926048,-0.07269702639924877,1.8040407365489095,3537317527890.4727,157.74217224121094,4.479441165924072,0.6052,0.0,0.0,0.0
69000,0.23006889411994996,0.07327921601814956,-0.07266387441132183,1.7939453646217238,4537697490379.926,157.59066772460938,4.466822624206543,0.6102,0.0,0.0,0.0
70000,0.23003927007451785,0.06458811653472592,-0.08182413393043647,1.753698652232965,5900999594648.634,157.53785705566406,4.479285717010498,0.6004000000000004,0.0,0.0,0.0
71000,0.2300102417175476,0.0715581540921423,-0.07560196006411793,1.7714426824429998,10099172407923.271,157.4820556640625,4.485025882720947,0.6128,0.0,0.0,0.0
72000,0.22973265089430248,0.0686826723347491,-0.07952891892766913,1.7682241952170223,13647694973009.074,157.4161834716797,4.483450412750244,0.6053999999999998,0.0,0.0,0.0
73000,0.2294365135399071,0.07407859290302714,-0.07481713545169622,1.7856734604423088,29678944603403.33,157.32821655273438,4.488602161407471,0.5977999999999998,0.0,0.0,0.0
74000,0.22896878354184258,0.07875142610404784,-0.07019983341373326,1.7974930403159568,29426940556246.766,157.12094116210938,4.468926429748535,0.6060000000000004,0.0,0.0,0.0
75000,0.22874198661552173,0.07120703382225084,-0.07807114794703825,1.7622702469089047,31114791928941.703,156.94862365722656,4.481551647186279,0.6090000000000004,0.0,0.0,0.0
76000,0.22858481650595908,0.06955570124952015,-0.07928817694283173,1.7831679719447597,119960573224062.52,156.74996948242188,4.4815192222595215,0.6023999999999997,0.0,0.0,0.0
77000,0.22849361889355174,0.07053647736694767,-0.07879566114242374,1.7876158261402115,145641082805025.06,156.63665771484375,4.490838050842285,0.6062000000000001,0.0,0.0,0.0
78000,0.22845530008768536,0.07028190584849509,-0.07925515107518873,1.792290819901567,218157352745936.5,156.6226043701172,4.4947829246521,0.6046000000000002,0.0,0.0,0.0
79000,0.22842804734055344,0.06812891968166589,-0.08176713115316654,1.7857116620404423,493219914269746.06,156.54981994628906,4.482053279876709,0.6034000000000003,0.0,0.0,0.0
80000,0.22816563511753937,0.06268504596165686,-0.08629114211116704,1.769845743285169,820878247928349.1,156.13914489746094,4.497984886169434,0.5988000000000003,0.0,0.0,0.0
81000,0.22793950261296453,0.06348223975848277,-0.08556180143556995,1.7544348661684313,1178433853171525.5,155.78248596191406,4.482175350189209,0.6066000000000001,0.0,0.0,0.0
82000,0.22774866464975718,0.05646604662381209,-0.09181744063806511,1.7655657106635536,1669319915585015.8,155.49325561523438,4.483331680297852,0.6020000000000002,0.0,0.0,0.0
83000,0.22762064890818554,0.06537421779804652,-0.08361372508203142,1.7934936049168024,3324901443820276.5,155.2670440673828,4.484861850738525,0.6064000000000004,0.0,0.0,0.0
84000,0.22722608549100856,0.06717529691527452,-0.08211579887413872,1.8025524269126776,7752363685828057.0,155.1116485595703,4.4959940910339355,0.5965999999999998,0.0,0.0,0.0
85000,0.22668871722063857,0.06525669124012486,-0.08419780807672805,1.7918829108365129,9923485728453954.0,154.7834930419922,4.49032735824585,0.6050000000000003,0.0,0.0,0.0
86000,0.22639490534235404,0.05855382733030118,-0.09112927935420308,1.7917348463979315,1.4082279244420744e+16,154.62631225585938,4.483184814453125,0.6083999999999997,0.0,0.0,0.0
87000,0.22606024298224,0.06481431015715483,-0.08522065993981487,1.805210122206344,2.350196718539209e+16,154.4488983154297,4.483169078826904,0.6048000000000006,0.0,0.0,0.0
88000,0.22586248586843677,0.06272620772683303,-0.08749893692311538,1.8112406166215906,3.6018166450990148e+16,154.2383575439453,4.4738287925720215,0.6102,0.0,0.0,0.0
