mask_no,layer,sparsity,sm,rm,sw,rw,t1m,t1w,perf,copeland_score,compatibility,overlap_coefs
10,layer4.2.conv2,0.021587795681423612,-0.19847756554860718,-0.4154224870649549,-0.19847770205080925,-0.41542258662064335,81.583,81.583,0.847,0.0,0.0,0.0
10,layer3.0.conv1,0.18156602647569445,-0.17138491137671086,-0.20461350845597975,-0.17138544574989376,-0.20461402140006799,122.62047,122.62047,0.847,1.2948979139328003,0.9877049180327869,0.003257956246726157
10,layer1.0.conv1,0.381103515625,0.3916981254017665,0.4161659404796804,0.3916981254017665,0.4161659404796804,93.92669,93.92669,0.847,1.4543644189834595,1.0,0.09833821817090904
10,layer1.0.conv2,0.4980740017361111,0.327372923001634,0.45913871141223994,0.327372923001634,0.45913871141223994,105.4107,105.4107,0.847,0.9255803227424622,0.9375,0.08718160035279518
10,layer1.1.conv1,0.3955078125,0.3636002603629313,0.4190711051549721,0.3635970294714067,0.4190677428317607,93.25242,93.25242,0.847,1.0326271057128906,1.0,0.05281453685365119
10,layer1.1.conv2,0.431396484375,0.36155348816073074,0.45274985324268585,0.36155791285595285,0.4527545743024095,96.831276,96.831276,0.847,1.194238543510437,1.0,0.06256844086838632
10,layer1.2.conv1,0.4462890625,0.33461168760481474,0.437564385235652,0.3346105345749827,0.43756308691043305,98.31795,98.317955,0.847,0.7543094158172607,0.8103448275862069,0.055819576487132455
10,layer1.2.conv2,0.3605685763888889,0.39124193635775556,0.42335253571512343,0.3912381742697192,0.42334868679610643,87.9076,87.9076,0.847,0.9364694952964783,1.0,0.06411000333906197
10,layer2.0.conv1,0.368896484375,0.23100816519860795,0.26648315047371446,0.231007747177703,0.26648272040635373,108.56974,108.56974,0.847,0.6384348273277283,1.0,0.013002045587663512
10,layer2.0.conv2,0.24327256944444445,0.011683886001453979,0.0989450180907428,0.011683886001453979,0.0989450180907428,105.426254,105.426254,0.847,0.0,0.0,0.0008153314604927508
10,layer2.0.downsample.0,0.5,0.5809242915156172,0.5474317046138217,0.5809242915156172,0.5474317046138217,48.591515,48.591515,0.847,1.3658733367919922,1.0,1.0
10,layer2.1.conv1,0.2436252170138889,0.16328264328596764,0.09842940817365925,0.16328264328596764,0.09842940817365925,139.39937,139.39937,0.847,1.0405951738357544,1.0,0.02378295109186802
10,layer2.1.conv2,0.24439832899305555,0.25177578416421836,0.1597996208812218,0.2517756597241836,0.15979950558461117,145.2069,145.2069,0.847,1.401485800743103,1.0,0.04859895185394601
10,layer2.2.conv1,0.2384033203125,0.16024269121316634,0.07589371698146292,0.1602401992134086,0.07589140614864977,141.39555,141.39555,0.847,0.8799317479133606,0.9310344827586207,0.024246868902199292
10,layer2.2.conv2,0.2181667751736111,0.3097181467169149,0.17159322732391197,0.3097189156564035,0.17159385035968533,138.91899,138.919,0.847,1.2105205059051514,1.0,0.0698443010585332
