mask_no,sparsity,sm,rm,sw,rw,t1m,t1w,perf,copeland_score,compatibility,overlap_coefs
24,0.23018903990049625,0.04454497319299382,-0.01708651134445388,0.044545130175652675,-0.017086371416146596,123.04996490478516,123.04996490478516,0.7696000000000003,0.9084966720862163,0.8188687732723489,0.1048022685969167
25,0.23509618398305532,0.04172638872919228,-0.015008637468842092,0.04172626265107946,-0.015008760491920764,124.2616958618164,124.2616958618164,0.7484000000000001,0.8857732054248855,0.8275775140867918,0.10627238919521882
26,0.22859308741114162,0.03854272584615146,-0.022341009913774117,0.0385426853437641,-0.02234104129379348,122.76282501220703,122.76282501220703,0.7752000000000007,0.8755711727347728,0.8124806995989825,0.10677227369644944
27,0.23095235738668354,0.03635027194660665,-0.02059068110895832,0.036350272936311046,-0.020590689033031618,122.9170150756836,122.9170150756836,0.7622,0.9364934295818612,0.8238562480377841,0.104338775899754
28,0.22977778575083876,0.03457623744940508,-0.023392272663521955,0.034576251023811275,-0.02339224218417745,123.57000732421875,123.57000732421875,0.7781999999999992,0.8810569246777812,0.8144991726259695,0.10438104504641418
29,0.23122344145903717,0.03168706585728821,-0.02402050966351046,0.03168698550179258,-0.024020599135333554,124.05157470703125,124.05157470703125,0.7759999999999999,0.884424548545802,0.8226874335344355,0.10832141697528329
30,0.23065814456424202,0.029623762640926175,-0.02886628755300367,0.029623842356593044,-0.02886620773325964,123.03135681152344,123.03135681152344,0.7866,1.8960801418870687,0.8199908863185943,0.1063250848264459
31,0.23172801249736064,0.026538936052946775,-0.021673933467898046,0.026539201588349222,-0.02167365676149483,124.05245971679688,124.05245971679688,0.7744,0.9178189128838681,0.8236834603072817,0.1055928861266175
32,0.23185666974958352,0.020790561531900054,-0.029102367172341957,0.020790506716744223,-0.0291024337721558,123.80264282226562,123.80264282226562,0.7798000000000006,1.013512542420948,0.828451653428242,0.10522243474886825
33,0.23005310837570975,0.017370890322517377,-0.032467192740333724,0.017370794735974096,-0.03246728546235923,124.18585205078125,124.18585205078125,0.7724000000000003,0.9339032027165632,0.823993845407955,0.10413412352335358
34,0.22814939115140534,0.012131949168997326,-0.04122079018681953,0.012132056155313316,-0.04122067756417576,123.1805419921875,123.18055725097656,0.7620000000000003,0.9411458825138775,0.8266645073013321,0.10609183120368199
35,0.23405876961556285,0.0015845973268849949,-0.041050450161472136,0.0015845389343989774,-0.04105053756929668,124.35086059570312,124.35086059570312,0.7747999999999998,1.423065539751504,0.8242698284836573,0.1038682176200498
36,0.23253627009577937,-0.002758861757460189,-0.04726894894145861,-0.002759060555785264,-0.04726914543672287,123.61714935302734,123.61714935302734,0.7800000000000004,0.9852718641427723,0.8338251598127778,0.10395128037649375
37,0.23177020327822942,-0.009090108061404468,-0.05433534429520929,-0.009090093090033112,-0.054335324995314106,123.43818664550781,123.43818664550781,0.7844000000000005,1.0288710364618816,0.8312562238564598,0.10317965692234085
38,0.23367369139158686,-0.013792299193843898,-0.05333783937111959,-0.013792297887351812,-0.05333785117566366,124.58094787597656,124.58094787597656,0.7795999999999995,1.0898003376315575,0.8280803153311422,0.10246867447605958
39,0.23287542303045242,-0.017402403082175524,-0.05648857074004769,-0.017402343200214675,-0.05648850932886213,123.85875701904297,123.85875701904297,0.7735999999999993,1.0785343539271806,0.8314537122539177,0.10265162477067968
40,0.23271274280261708,-0.02040100920233382,-0.05365877433164114,-0.020400827116157916,-0.05365860811684355,122.1816177368164,122.1816177368164,0.7779999999999996,1.7115908268134337,0.8253835445405052,0.10313600036128737
41,0.22743655826236395,-0.022788672884387802,-0.06928467729134921,-0.02278866521355088,-0.06928466630804742,123.18903350830078,123.18903350830078,0.7811999999999993,1.0690797475745548,0.8313052447939743,0.10291295379844873
42,0.23279753676405895,-0.025889622513698484,-0.06165058301408154,-0.025889556549023657,-0.061650526139843224,124.0124282836914,124.0124282836914,0.7745999999999996,1.6751897138719622,0.8283058532174099,0.1030940691604487
43,0.23049250880519193,-0.028891938025604483,-0.06819300214281626,-0.02889210218551937,-0.06819315661062227,122.8485107421875,122.8485107421875,0.7828000000000007,1.580231823228501,0.8253208080622323,0.10207538770069428
44,0.24154346912830807,-0.03319980934515888,-0.06019129755371642,-0.03319975283031355,-0.06019123001337416,125.11834716796875,125.11834716796875,0.7706000000000007,1.3611687397634662,0.8280232938116426,0.10410176751461653
45,0.2288272044322154,-0.03546379493657294,-0.07676384075289003,-0.03546377833631348,-0.07676383646614722,122.71247100830078,122.71247100830078,0.782,0.9771919924061041,0.8331189621485674,0.10246640746510348
46,0.23474438412411433,-0.03781350684393044,-0.06324886727542178,-0.03781356831759407,-0.06324893705257513,122.6083984375,122.6083984375,0.7728,0.8935284990112524,0.835922453530344,0.1036937529145414
47,0.2394550197475308,-0.04169309991027931,-0.06499063056350912,-0.04169310465284216,-0.06499063360399646,124.2772216796875,124.2772216796875,0.7673999999999995,1.5942134256097111,0.8242346988567488,0.10027840253351829
48,0.24064491890572218,-0.044615858500845526,-0.060320703111094234,-0.044615762001747224,-0.06032057285762691,124.70536804199219,124.70536804199219,0.7823999999999994,0.8898231228058403,0.829834108873024,0.10318651719297804
49,0.23647821558130397,-0.04765419321164856,-0.07436614861000043,-0.047654402825503595,-0.07436636463846073,124.15998840332031,124.15998840332031,0.7910000000000003,0.8954190062107267,0.8334516151389945,0.10216178426037685
50,0.22846643487970394,-0.050135618132846525,-0.08734371481751282,-0.05013555431338565,-0.08734365401456756,122.38951873779297,122.3895034790039,0.7742000000000003,1.226231185266295,0.8197891188700013,0.10555590706390197
51,0.23159477302620007,-0.05270733716705118,-0.0697768698409047,-0.05270736055921442,-0.06977685660195995,116.47235107421875,116.47235107421875,0.785,0.9922619836555945,0.8157354852002459,0.10189316852922736
52,0.239171116917699,-0.054988287367762075,-0.06313718003643896,-0.05498826548115771,-0.06313720470052667,121.90350341796875,121.90350341796875,0.7726000000000003,0.912599876925752,0.8256897522522523,0.1007882928286097
53,0.23166398744325384,-0.0569817395635267,-0.08673354511232283,-0.056981919965616454,-0.08673370523565052,122.7426528930664,122.74263763427734,0.7821999999999997,1.5925685822762348,0.8301420842743356,0.1028911258603396
54,0.23181158071523672,-0.05990909878534086,-0.07777141455428958,-0.05990913208874369,-0.07777156220691812,120.20626831054688,120.20626831054688,0.7793999999999998,0.8071529092015447,0.8311774348375153,0.1011237683742491
55,0.23280596804690437,-0.061732325443135914,-0.086399616378918,-0.061732385746247356,-0.08639967309396943,123.8858642578125,123.8858642578125,0.7698,0.8257097899913788,0.8321657034322137,0.10145681066730679
56,0.23024819634698176,-0.06513726172614286,-0.08440147931403047,-0.06513723912768003,-0.08440145938766684,120.89006805419922,120.89006805419922,0.7777999999999995,1.4028586328432366,0.8528667557542594,0.0997127563751817
57,0.23093478457705752,-0.06737944150091996,-0.0934705314984614,-0.06737948057327796,-0.09347059871133066,121.48318481445312,121.48318481445312,0.7791999999999997,1.1796869176465112,0.8336411845143463,0.10422906332938245
58,0.23749529635226052,-0.07159189444051446,-0.07819196134137325,-0.07159184184786131,-0.0781919363671444,121.73068237304688,121.73068237304688,0.7846000000000003,0.9157848431653267,0.8407462390971009,0.09724962690070996
59,0.23298706879486908,-0.07369610446384703,-0.07897807911717315,-0.07369617983913324,-0.0789781542038123,119.40011596679688,119.40011596679688,0.7786000000000005,0.9093813507540806,0.8473747773367212,0.09585420247744286
60,0.23343037556599572,-0.07714283820192329,-0.0951258427672293,-0.07714283684445723,-0.09512585131400156,121.60648345947266,121.60648345947266,0.7880000000000001,0.9780936386134174,0.8514145917650491,0.09734779609734781
61,0.23672557521510773,-0.07943634329024798,-0.09367800493496566,-0.07943626337135505,-0.09367793990028497,123.57624053955078,123.57624053955078,0.7733999999999995,0.8387738882085761,0.8295208621835477,0.10087044050326072
62,0.22992789924323742,-0.08156302017717715,-0.09993355840850186,-0.08156299055106062,-0.09993352774816784,118.18383026123047,118.18383026123047,0.7733999999999995,1.0900817167114567,0.8394493677182822,0.10213765304633925
63,0.231734347415042,-0.08521731120126769,-0.09898745255928518,-0.08521718594639804,-0.09898728712097253,119.24131774902344,119.24131774902344,0.7774,1.0330760781023953,0.8505874302118479,0.09753684842366452
64,0.23345746793546476,-0.08777695200548852,-0.09713186191112055,-0.08777691424194768,-0.09713180375813833,122.12013244628906,122.12013244628906,0.7673999999999995,0.9154853613392727,0.8332158480595981,0.09917352160822487
65,0.23292124521982924,-0.0901260068420439,-0.09429152254794373,-0.09012586831872213,-0.09429138299082623,118.76634979248047,118.76634979248047,0.7724000000000003,1.1403565090653058,0.8483913704442987,0.09646351307086642
66,0.23356969793279606,-0.09292284992909892,-0.10028543610009036,-0.09292284649158475,-0.10028543794954517,120.96471405029297,120.96471405029297,0.7747999999999998,1.025322423190684,0.8479444725022556,0.09589658231318636
67,0.22987771249032238,-0.09531160536100192,-0.10472075004997844,-0.0953116622052792,-0.10472082982738153,118.31062316894531,118.31063842773438,0.7807999999999996,1.1903109853533473,0.8492311563304737,0.09697198677813659
68,0.2345069335387634,-0.09741617777436748,-0.11238683503565403,-0.09741597427147566,-0.1123866357557036,122.13306427001953,122.13306427001953,0.7714,1.0344198176989685,0.8425970124820361,0.10176490246326643
69,0.23503797834699935,-0.10017006074797954,-0.10792688182659146,-0.10016999981447573,-0.10792680389971437,122.72777557373047,122.72777557373047,0.7694000000000002,0.9791614789817784,0.8440326730799005,0.09640251463558001
70,0.22815466070318366,-0.10243269772904018,-0.12283219845337627,-0.10243275667412988,-0.12283225763792137,121.24024963378906,121.24024963378906,0.7809999999999996,1.3977472308922458,0.8369467264912206,0.10214604781597073
71,0.2325158333993173,-0.1056193821212841,-0.11411320484756977,-0.10561952114759596,-0.11411334171522834,121.9266128540039,121.9266128540039,0.7772000000000003,0.8672939649707562,0.8394340032503027,0.09841742164528157
72,0.232893282228762,-0.1091931289509266,-0.11313153695632121,-0.10919294785368792,-0.11313136916150902,120.8807373046875,120.88075256347656,0.7744,1.0906806920428533,0.8504710769442912,0.09522136068054825
73,0.22676566413214977,-0.11236560559038042,-0.12574677867747378,-0.11236564940274935,-0.12574679817082915,116.34306335449219,116.34307861328125,0.7687999999999996,1.1915846412649025,0.8493221559520524,0.09918935029565243
74,0.23241549426012925,-0.11493061403427765,-0.11915592780401481,-0.1149307890360372,-0.11915609444549369,120.92755126953125,120.92755126953125,0.7609999999999996,0.9236016037899095,0.8394412106418185,0.09674845216819956
75,0.22783038852451087,-0.11911581318174566,-0.12777632507463296,-0.11911582062431911,-0.12777634620710543,118.38330078125,118.38330078125,0.7715999999999996,1.2617318573835734,0.8396171678490257,0.09821689123491435
76,0.2280730170172614,-0.12234533368518176,-0.1306259464622776,-0.12234524943634445,-0.13062587256148198,117.96484375,117.96484375,0.782,1.668083574119452,0.8482022169729528,0.09803656758412692
77,0.22362544658305772,-0.12518430420099763,-0.13904243266675154,-0.12518432113498898,-0.13904246076854246,116.5329360961914,116.5329360961914,0.7708000000000005,1.6550408646061614,0.8523695653999073,0.10148014450247321
78,0.2238326201567779,-0.1284169922707763,-0.1382943104662533,-0.1284167053151472,-0.13829399687565136,114.68331909179688,114.68330383300781,0.7846000000000003,2.546168481578698,0.8470530586554522,0.10174132617031044
79,0.2243898752573375,-0.13205298050453146,-0.14811943289100374,-0.1320529006321156,-0.14811937188353025,117.85342407226562,117.85342407226562,0.7848000000000004,1.743601689668926,0.8505433845835632,0.10224536457832838
80,0.2259130621099616,-0.13552787924008486,-0.14610397078286752,-0.1355280183113579,-0.14610410610542063,116.59666442871094,116.59666442871094,0.7694000000000002,1.797612217833867,0.8381935857220344,0.10041252284028283
81,0.22605515671921922,-0.1402657000840001,-0.15215999858688337,-0.14026581801438456,-0.1521601154194033,116.3949966430664,116.3949966430664,0.7816000000000002,2.2902227748890183,0.849470541634758,0.09968859585058189
82,0.2230955702406508,-0.14588551394348223,-0.15538374698671367,-0.14588550438804418,-0.1553837447760908,113.67639923095703,113.67639923095703,0.7731999999999996,2.175234102518172,0.8501739172450609,0.09957733494578765
83,0.22105626515798021,-0.14930346999913785,-0.15448949226373648,-0.1493035577705653,-0.15448958487321668,108.5065689086914,108.5065689086914,0.7745999999999996,2.3180215574196867,0.8525696422970359,0.09851934019501267
84,0.22087581737621412,-0.15467423015528148,-0.15985632123710283,-0.15467413450112424,-0.15985621203056816,109.35027313232422,109.35028839111328,0.7733999999999995,2.2607057044232213,0.845866225852928,0.09997646127356168
85,0.22479744072075014,-0.16077487061588214,-0.16725976358364023,-0.16077486891321102,-0.1672597598174003,113.31159973144531,113.31159973144531,0.7768000000000005,2.536949163353121,0.839301660279054,0.09674327098246738
86,0.22247931907126856,-0.1710822731706909,-0.1718132221148225,-0.17108243141879337,-0.17181338422093734,108.73249816894531,108.73249816894531,0.7714,2.3358145231330716,0.8448301065488566,0.09565672401456744
87,0.22481194344368785,-0.17885241364636942,-0.17397709093629854,-0.17885240855474246,-0.17397708729211553,107.83763122558594,107.83763122558594,0.7643999999999994,2.3519145977255462,0.8422232328482328,0.09347182610502097
