mask_no,sparsity,sm,rm,sw,rw,t1m,t1w,perf
74000,0.21437492026939045,0.04798164226861592,-0.04055984208793954,2.0532116786305683,4.19293629587188e+16,117.40690612792969,2.81200909614563,0.7592
75000,0.21355227450350744,0.05211899878361332,-0.03981909523023665,2.0740560448165475,6.8491928286341496e+16,116.88409423828125,2.8042383193969727,0.782
76000,0.21262153419288435,0.05112167931727057,-0.0443927711174591,1.9854004976772126,1.1221819611700005e+17,116.39335632324219,2.793205976486206,0.7768000000000005
77000,0.21197589954456408,0.055572404310331856,-0.041700398639170924,1.9400473358892105,1.8282852609370138e+17,116.02597045898438,2.7965028285980225,0.7632000000000004
78000,0.2113270458874402,0.04811389188476552,-0.049589538132462,1.9006064244971013,3.007256717831455e+17,115.60432434082031,2.782155752182007,0.7786000000000005
79000,0.21060876015786295,0.05358310710943268,-0.04459628717155906,1.8211602018292532,4.919516958012209e+17,115.04730987548828,2.775336265563965,0.7791999999999997
80000,0.2099044501960457,0.05552312227599544,-0.043859517125270184,1.8476486919211763,7.777299406637792e+17,114.54902648925781,2.759357213973999,0.7744
81000,0.20920811329517996,0.05322664280484619,-0.047616621900874005,1.859844082473246,1.328182198570295e+18,114.0278549194336,2.7548165321350098,0.7878000000000004
82000,0.20840236446162957,0.05980527159829881,-0.04169669227402263,1.8627999468406287,2.1765630720542346e+18,113.5739517211914,2.7622835636138916,0.7717999999999997
83000,0.2078697846100495,0.050263524071393395,-0.05138430776123792,1.8289409159514123,3.570237921501281e+18,113.20838928222656,2.734649419784546,0.7759999999999999
84000,0.20740890502929688,0.051446973925734066,-0.049951347773015735,1.8464036227971325,5.866217179562686e+18,112.8709716796875,2.737253427505493,0.7777999999999995
85000,0.2067868229863164,0.05288823616872248,-0.049755199204190345,1.7973547921089952,9.615917917296724e+18,112.54922485351562,2.731090784072876,0.7784000000000004
86000,0.20635813349360105,0.04937677645209798,-0.05432347284877659,1.8447350554264956,1.5770441247184065e+19,112.31763458251953,2.7400145530700684,0.7903999999999992
87000,0.20600413416957003,0.04993702727223803,-0.05537527614857329,1.8378478279552743,2.5589691694022595e+19,112.0131607055664,2.7376556396484375,0.7802000000000003
88000,0.2056740883950357,0.04740534089001304,-0.058312636887621914,1.828151220521154,4.210955150575905e+19,111.7587890625,2.7328290939331055,0.7611999999999997
