mask_no,layer,sparsity,sm,rm,sw,rw,t1m,t1w,perf
49000,layer4.1.conv1,0.02699491712782118,-0.3066232152219851,-0.4874954771111954,-1.0,508758114515.8262,99.73312,1.00044376e-10,0.78
49000,layer4.0.downsample.0,0.5,0.4064729638407904,0.21195227790705565,9.55633055123577,99.60393081289065,250.7968,3.0421667,0.78
49000,layer4.0.conv2,0.04287380642361111,0.2269226985374802,-0.35105734038211067,-1.0,198.34176644898048,310.0748,0.92263854,0.78
49000,layer3.0.downsample.0,0.5,0.9573645994624551,0.7569508116536612,8.1023781774478,76.59060736729079,115.464005,2.2692177,0.78
49000,layer3.5.conv2,0.12016126844618055,-0.48100856442565165,-0.4402679181348742,-1.0,537473517698.05054,105.63457,1.10588275e-10,0.78
49000,layer3.5.conv1,0.12031724717881945,-0.33088670118025776,-0.2533704169156953,-1.0,691222206829.5011,98.87544,1.0547394e-10,0.78
49000,layer4.0.conv1,0.08964792887369792,-0.3180141041097475,-0.5722660667120477,3.904949047396652,93.51532271721145,282.2807,1.2979896,0.78
49000,layer3.4.conv1,0.12044609917534722,-0.4276128421996195,-0.3733861403662302,-1.0,519661710751.2452,102.7969,1.2190726e-10,0.78
49000,layer3.3.conv2,0.12044779459635417,-0.4588237400046205,-0.44275192058214935,-1.0,436191212883.6443,116.064476,1.4793919e-10,0.78
49000,layer3.3.conv1,0.12043931749131945,-0.43509589744186095,-0.38891613388157836,-1.0,474845053610.69464,105.250435,1.3491347e-10,0.78
49000,layer3.2.conv2,0.1206020779079861,-0.4456264082810214,-0.445304307723197,-1.0,345659475641.10284,123.01648,1.9661082e-10,0.78
49000,layer3.2.conv1,0.12045966254340278,-0.6077127340762635,-0.6170229444401398,-1.0,138231708608.67636,129.01685,3.421973e-10,0.78
49000,layer3.1.conv2,0.1204189724392361,-0.4122791533098668,-0.46470024168334395,-1.0,164076840949.25235,148.02933,4.712097e-10,0.78
49000,layer3.4.conv2,0.1201663547092014,-0.48079567239370874,-0.4605562775496933,-1.0,444670154858.2859,113.750404,1.3551489e-10,0.78
50000,layer3.1.conv2,0.1204189724392361,-0.41227942497887166,-0.4647004891211428,-1.0,271166425889.15945,148.02933,2.851188e-10,0.777
50000,layer3.4.conv2,0.1201663547092014,-0.4807959629288324,-0.4605565794103294,-1.0,734896401222.719,113.750404,8.199707e-11,0.777
50000,layer3.2.conv1,0.12045966254340278,-0.6077127859604343,-0.6170229950929362,-1.0,228452866567.12875,129.01685,2.0705611e-10,0.777
50000,layer3.2.conv2,0.1206020779079861,-0.4456260898778352,-0.4453039891350131,-1.0,571264004004.1371,123.01648,1.1896494e-10,0.777
50000,layer3.3.conv1,0.12043931749131945,-0.4350956589899666,-0.3889158759367258,-1.0,784767404135.5895,105.250435,8.163315e-11,0.777
50000,layer3.3.conv2,0.12044779459635417,-0.4588237400046205,-0.44275192058214935,-1.0,720884337969.6531,116.064476,8.9514736e-11,0.777
50000,layer3.4.conv1,0.12044609917534722,-0.4276130280073106,-0.3733863437769338,-1.0,858834278367.8195,102.7969,7.3763426e-11,0.777
50000,layer3.5.conv1,0.12031724717881945,-0.3308863559151016,-0.25337003165182437,-1.0,1142367614712.2778,98.87544,6.3819935e-11,0.777
50000,layer4.2.conv2,0.029941134982638888,-0.2461546876924145,-0.3863299764972345,-1.0,999108318208.6349,91.505035,5.423675e-11,0.777
50000,layer4.0.conv1,0.08964792887369792,-0.3323544414991023,-0.5816032947555646,3.8163341896907887,94.31775671150366,282.74225,1.2825024,0.777
50000,layer4.0.conv2,0.04253429836697049,0.24465592603565428,-0.3434941927798515,-1.0,219.09694562711204,309.28793,0.9215325,0.777
50000,layer4.0.downsample.0,0.5,0.5040909949137773,0.2950020365184065,9.511796978458726,98.51782452193453,251.20872,3.0694137,0.777
50000,layer4.1.conv1,0.02663633558485243,-0.3045941695532506,-0.48812574617458837,-1.0,833170189097.7964,99.20084,6.0528874e-11,0.777
50000,layer4.1.conv2,0.026524861653645832,-0.2098757144817062,-0.3258338067042931,-1.0,1204040262989.765,73.770294,4.080871e-11,0.777
50000,layer4.2.conv1,0.02964994642469618,-0.47102121848117345,-0.6262549198407058,-1.0,510429662571.6701,119.9496,8.880356e-11,0.777
50000,layer3.1.conv1,0.1198238796657986,-0.5289139311323114,-0.5795862958011265,-1.0,172161369841.65524,153.37979,3.758883e-10,0.777
50000,layer3.5.conv2,0.12016126844618055,-0.48100871509815435,-0.4402680806351157,-1.0,888270971342.5463,105.63457,6.691454e-11,0.777
50000,layer3.0.downsample.0,0.5,1.0198381702115287,0.8122565802307581,8.289868596077607,78.95218418016131,115.56144,2.245097,0.777
50000,conv1,0.5,0.7254929024385245,0.586044744020448,3.005948852740807,8.26136028260232,59.68031,10.275945,0.777
50000,layer3.0.conv1,0.18156602647569445,-0.18481692432433744,-0.2172103007038589,2.547513552308932,17.214905798006438,122.52833,5.250614,0.777
50000,layer1.0.conv1,0.2998860677083333,0.3400983028110393,0.312242161477002,3.560723576956194,17.822550396157546,79.66596,5.4284534,0.777
50000,layer1.0.conv2,0.4042426215277778,0.24563580935196938,0.31980438487791985,3.821157247367416,22.403910722120706,91.988884,5.33462,0.777
50000,layer1.1.conv1,0.4244249131944444,0.36244005773359056,0.43668475391010114,3.9280438254231176,21.467018316825072,97.50898,6.1631427,0.777
50000,layer1.1.conv2,0.431396484375,0.34260807678851396,0.4376159716360553,3.9455217237458053,23.26855549405183,96.15514,5.530602,0.777
50000,layer1.2.conv1,0.3935546875,0.284616386624031,0.35331951849019566,3.560843315302182,19.349104766701874,90.57342,5.993817,0.777
50000,layer1.2.conv2,0.3935546875,0.3007936434383522,0.36531890566831915,4.004798972093357,25.238738500573394,91.23635,4.616765,0.777
50000,layer2.0.conv1,0.368896484375,0.22354900956665932,0.2686964116814641,3.2666067923407054,17.115589890249225,106.89962,7.3157854,0.777
50000,layer2.0.conv2,0.24327256944444445,-0.04104012113963689,0.05283381240143996,2.562258741701407,16.07126880000658,103.224075,6.3652663,0.777
50000,layer2.0.downsample.0,0.5,0.573331617663756,0.5421084047536848,3.472328298034194,15.402002686872057,48.46146,4.3900332,0.777
50000,layer2.1.conv1,0.2436252170138889,0.09487781161744505,0.08219790859494838,4.040503708569786,28.16912676643223,127.30654,4.6847577,0.777
