1.999530047178268433e-01,2.395441681146621704e-01,7.142857462167739868e-02
1.999530047178268433e-01,2.395441681146621704e-01,7.495300471782684326e-02
1.999530047178268433e-01,2.395441681146621704e-01,7.800751924514770508e-02
1.999530047178268433e-01,2.395441681146621704e-01,8.117951452732086182e-02
1.999530047178268433e-01,2.395441681146621704e-01,8.399906009435653687e-02
1.999530047178268433e-01,2.395441681146621704e-01,8.458646386861801147e-02
1.999530047178268433e-01,2.395441681146621704e-01,8.705357462167739868e-02
1.999530047178268433e-01,2.395441681146621704e-01,8.940319716930389404e-02
1.999530047178268433e-01,2.395441681146621704e-01,9.492481499910354614e-02
1.999530047178268433e-01,2.476503700017929077e-01,1.002114638686180115e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.038533821702003479e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.089050769805908203e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.098449230194091797e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.152490600943565369e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.212406009435653687e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.258223652839660645e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.275845915079116821e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.331062018871307373e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.373355239629745483e-01
1.999530047178268433e-01,2.532894611358642578e-01,1.383928507566452026e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.414473652839660645e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.447368413209915161e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.456766873598098755e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.463815718889236450e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.469689905643463135e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.470864713191986084e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.482612788677215576e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.482612788677215576e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.487312018871307373e-01
1.999530047178268433e-01,2.584586441516876221e-01,1.470864713191986084e-01
1.999530047178268433e-01,2.543468177318572998e-01,1.481437981128692627e-01
1.999530047178268433e-01,2.561090290546417236e-01,1.466165482997894287e-01
1.999530047178268433e-01,2.561090290546417236e-01,1.459116488695144653e-01
1.999530047178268433e-01,2.561090290546417236e-01,1.457941681146621704e-01
1.999530047178268433e-01,2.561090290546417236e-01,1.445018798112869263e-01
1.999530047178268433e-01,2.561090290546417236e-01,1.441494375467300415e-01
1.999530047178268433e-01,2.561090290546417236e-01,1.432095915079116821e-01
1.999530047178268433e-01,2.561090290546417236e-01,1.429746299982070923e-01
1.999530047178268433e-01,2.561090290546417236e-01,1.416823267936706543e-01
1.999530047178268433e-01,2.561090290546417236e-01,1.413298845291137695e-01
1.999530047178268433e-01,2.490601539611816406e-01,1.389802694320678711e-01
1.999530047178268433e-01,2.490601539611816406e-01,1.390977501869201660e-01
1.999530047178268433e-01,2.490601539611816406e-01,1.374530047178268433e-01
1.999530047178268433e-01,2.557565867900848389e-01,1.389802694320678711e-01
1.999530047178268433e-01,2.557565867900848389e-01,1.380404084920883179e-01
1.999530047178268433e-01,2.557565867900848389e-01,1.374530047178268433e-01
1.999530047178268433e-01,2.557565867900848389e-01,1.385103315114974976e-01
1.999530047178268433e-01,2.557565867900848389e-01,1.379229277372360229e-01
1.999530047178268433e-01,2.557565867900848389e-01,1.375704854726791382e-01
1.999530047178268433e-01,2.557565867900848389e-01,1.359257549047470093e-01
1.999530047178268433e-01,2.523496150970458984e-01,1.361607164144515991e-01
1.999530047178268433e-01,2.523496150970458984e-01,1.359257549047470093e-01
1.999530047178268433e-01,2.523496150970458984e-01,1.366306394338607788e-01
1.999530047178268433e-01,2.523496150970458984e-01,1.358082741498947144e-01
1.999530047178268433e-01,2.554041445255279541e-01,1.335761249065399170e-01
1.999530047178268433e-01,2.554041445255279541e-01,1.325187981128692627e-01
1.999530047178268433e-01,2.554041445255279541e-01,1.328712403774261475e-01
1.999530047178268433e-01,2.554041445255279541e-01,1.331062018871307373e-01
1.999530047178268433e-01,2.554041445255279541e-01,1.336936056613922119e-01
1.999530047178268433e-01,2.554041445255279541e-01,1.336936056613922119e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.319313943386077881e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.324013173580169678e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.319313943386077881e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.318139135837554932e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.306390911340713501e-01
1.999530047178268433e-01,2.545817792415618896e-01,1.308740675449371338e-01
1.999530047178268433e-01,2.545817792415618896e-01,1.307565718889236450e-01
1.999530047178268433e-01,2.545817792415618896e-01,1.311090290546417236e-01
1.999530047178268433e-01,2.545817792415618896e-01,1.318139135837554932e-01
1.999530047178268433e-01,2.545817792415618896e-01,1.312265098094940186e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.296992450952529907e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.286419183015823364e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.299342066049575806e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.292293220758438110e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.287593990564346313e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.302866488695144653e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.294642835855484009e-01
1.999530047178268433e-01,2.568139135837554932e-01,1.280545145273208618e-01
1.999530047178268433e-01,2.568139135837554932e-01,1.292293220758438110e-01
1.999530047178268433e-01,2.568139135837554932e-01,1.284069567918777466e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.284069567918777466e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.286419183015823364e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.287593990564346313e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.284069567918777466e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.282894760370254517e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.288768798112869263e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.289943605661392212e-01
1.999530047178268433e-01,2.505874037742614746e-01,1.293468028306961060e-01
1.999530047178268433e-01,2.572838366031646729e-01,1.309915482997894287e-01
1.999530047178268433e-01,2.572838366031646729e-01,1.314614713191986084e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.287593990564346313e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.288768798112869263e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.289943605661392212e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.291118413209915161e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.291118413209915161e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.291118413209915161e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.295817643404006958e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.294642835855484009e-01
1.999530047178268433e-01,2.501174807548522949e-01,1.292293220758438110e-01
1.999530047178268433e-01,8.587875962257385254e-02,3.395206853747367859e-02
